名称,面积,租价,房型,位置
长椿街宣武门西大街2室1厅,58.62㎡,8400,2  室  1  厅,"
                    宣武门西大街                "
【新上房源】崇文门 崇文门东大街 2室1厅出租 看房预约,61㎡,7000,2  室  1  厅,"
                    崇文门东大街                "
五棵松金沟河5号院2室1厅,63.7㎡,5700,2  室  1  厅,"
                    金沟河5号院                "
姚家园大悦城 酒仙桥 东坝东坝家园3室2厅,130.8㎡,7500,3  室  2  厅,"
                    东坝家园                "
月坛三里河三区3室1厅,68㎡,11000,3  室  1  厅,"
                    三里河三区                "
十里堡6号线 石佛营炫特嘉园三期2室1厅,85㎡,8800,2  室  1  厅,"
                    炫特嘉园三期                "
月坛·三里河三区·1居室,34㎡,5800,1  室  1  厅,"
                    三里河三区                "
十八里店·燕归宁馨园·4居室·次卧2,10㎡,1600,4  室  1  厅,"
                    燕归宁馨园                "
玉桥·京艺天朗·2居室,81㎡,3600,2  室  1  厅,"
                    京艺天朗                "
公主坟·翠微北里·2居室,50㎡,6600,2  室  1  厅,"
                    翠微北里                "
果园·新华联家园北区·1居室,42㎡,3600,1  室  1  厅,"
                    新华联家园北区                "
玉泉路玉泉路16号院2室1厅,65㎡,6300,2  室  1  厅,"
                    玉泉路16号院                "
金融街丰汇园小区1室1厅  有电梯 看房提前预约,52㎡,11000,1  室  1  厅,"
                    丰汇园小区                "
西三旗育新嘉园2室1厅,78㎡,6000,2  室  1  厅,"
                    育新嘉园                "
清河力度家园3室2厅,113㎡,8800,2  室  2  厅,"
                    力度家园                "
良乡鸿顺园西区 中楼层两居室全家电两居室出租！,97㎡,3600,2  室  1  厅,"
                    鸿顺园                "
大望路风度柏林3室2厅,165㎡,29000,3  室  2  厅,"
                    风度柏林                "
临河里华业东方玫瑰D区2室2厅,89㎡,7000,2  室  2  厅,"
                    华业东方玫瑰D区                "
临河里华业东方玫瑰D区2室1厅,91㎡,6000,2  室  1  厅,"
                    华业东方玫瑰D区                "
马连道·红莲北里·2居室,50㎡,5000,2  室  1  厅,"
                    红莲北里                "
大望路·相寓PARK后现代城·1居室,20㎡,3859,1  室  1  厅,"
                    相寓PARK后现代城                "
军博勘测院宿舍2室1厅,50㎡,6000,2  室  1  厅,"
                    勘测院宿舍                "
北苑·筑华年·3居室,90㎡,7800,3  室  1  厅,"
                    筑华年                "
定福庄·金星小区·2居室,55㎡,4950,2  室  1  厅,"
                    金星小区                "
常营地铁站 管庄北京新天地一期1室1厅 常营天街,61㎡,5500,1  室  1  厅,"
                    北京新天地一期                "
军博乔建里小区2室1厅,71㎡,8000,2  室  1  厅,"
                    乔建里小区                "
金融街金宸公寓4室2厅,243.19㎡,78000,5  室  2  厅,"
                    金宸公寓                "
和平里·安外大街80号院·2居室,59㎡,7000,2  室  1  厅,"
                    安外大街80号院                "
整租·安华里社区 3室1厅 南/北,70㎡,9500,3  室  1  厅,"
                    安华里五区                "
清河上地 安宁庄 上地当代城市家园小区 小米 金泰富地,116㎡,9500,2  室  2  厅,"
                    当代城市家园                "
窦店田家园二区3室2厅 家电齐全 看房提前约,138.52㎡,3000,3  室  2  厅,"
                    田家园二区                "
农展馆农展南里3室1厅,80㎡,9500,3  室  1  厅,"
                    农展南里                "
马甸有研宿舍2室1厅,98㎡,14500,2  室  1  厅,"
                    有研宿舍                "
武夷花园·武夷花园水仙园·3居室,116㎡,4200,3  室  1  厅,"
                    武夷花园水仙园                "
牛街·平原里小区·1居室,49㎡,4660,1  室  1  厅,"
                    平原里小区                "
望京·博雅国际中心·1居室,49㎡,5897,1  室  1  厅,"
                    博雅国际中心                "
亦庄·国融国际·1居室,33㎡,3700,1  室  1  厅,"
                    国融国际                "
工体·港湾国际·1居室,39㎡,6000,1  室  1  厅,"
                    港湾国际                "
果园·新华联家园北区·1居室,42㎡,3750,1  室  1  厅,"
                    新华联家园北区                "
建国门外·长安6号·1居室,106㎡,6400,1  室  1  厅,"
                    长安6号                "
管庄·管庄东里·2居室,50㎡,4500,2  室  1  厅,"
                    管庄东里                "
杨庄·西现代城·1居室,52㎡,4480,1  室  1  厅,"
                    西现代城                "
团结湖，金台路，红庙，延静西里三居室出租,71㎡,8500,3  室  1  厅,"
                    延静西里                "
太平桥首科花园3室1厅,120.68㎡,10000,3  室  1  厅,"
                    首科花园                "
回龙观东大街地铁口 龙锦东正规三居室 南北通透 户型方正,125㎡,7500,3  室  1  厅,"
                    龙锦苑东五区                "
崇文门新裕家园1室1厅,78.42㎡,9200,1  室  1  厅,"
                    新裕家园                "
回龙观金域华府一期2室1厅,99㎡,9200,2  室  1  厅,"
                    金域华府一期                "
团结湖团结湖北五条2室1厅,50㎡,7800,2  室  1  厅,"
                    团结湖北五条                "
双榆树北路 三居室出租,60.43㎡,12000,3  室  1  厅,"
                    双榆树北路                "
马连洼春晖园2室1厅,150.45㎡,32000,2  室  1  厅,"
                    春晖园                "
北京新天地集中供暖 临6号线常营站 八通线管庄站,92㎡,7200,2  室  2  厅,"
                    北京新天地四期                "
公主坟 万寿路 电梯高层大两居室，拎包入住，看房提前联系。,109.8㎡,13000,2  室  1  厅,"
                    静源居                "
杨庄·古城北路·1居室,54㎡,3800,1  室  1  厅,"
                    古城北路                "
马驹桥·东亚瑞晶苑·1居室,61㎡,3300,1  室  1  厅,"
                    东亚瑞晶苑                "
双井·九龙花园·1居室,64㎡,7499,1  室  1  厅,"
                    九龙花园                "
和义·益丰园小区·2居室,61㎡,3800,2  室  1  厅,"
                    益丰园小区                "
广安门·京铁和园·1居室,37㎡,4450,1  室  1  厅,"
                    京铁和园                "
广安门车站西街17号院1室1厅,68㎡,5600,1  室  1  厅,"
                    车站西街17号院                "
潞苑·华龙小区·3居室,98㎡,3700,3  室  1  厅,"
                    华龙小区                "
北苑·茉藜园·1居室,65㎡,5500,1  室  1  厅,"
                    茉藜园                "
杨庄·龙德嘉园·2居室,87㎡,5000,2  室  1  厅,"
                    龙德嘉园                "
酒仙桥东坝奥林匹克花园三期4室2厅下跃复试全齐出租,189㎡,13600,4  室  2  厅,"
                    奥林匹克花园三期                "
玉泉路翠谷玉景苑2室1厅,84㎡,6700,2  室  1  厅,"
                    翠谷玉景苑                "
临河里·DBC加州小镇C区·2居室,90㎡,4500,2  室  1  厅,"
                    DBC加州小镇C区                "
西直门·交大东路34号院·3居室·次卧2,11㎡,3333,3  室  1  厅,"
                    交大东路34号院                "
北工大·松榆东里·1居室,47㎡,5000,1  室  1  厅,"
                    松榆东里                "
中关村·紫金数码园·1居室,39㎡,7500,1  室  1  厅,"
                    紫金数码园                "
酒仙桥酒仙桥三街坊2室1厅,55.07㎡,5500,2  室  1  厅,"
                    酒仙桥三街坊                "
古城·古城现代嘉园·2居室,85㎡,5000,2  室  1  厅,"
                    古城现代嘉园                "
和平里·和平里四区·2居室,54㎡,7200,2  室  1  厅,"
                    和平里四区                "
安贞·外馆西街·2居室,50㎡,6800,2  室  1  厅,"
                    外馆西街                "
玉泉路玉海园五里2室2厅,81㎡,7800,2  室  2  厅,"
                    玉海园五里                "
广渠门金世纪嘉园1室1厅,60.44㎡,6800,1  室  1  厅,"
                    金世纪嘉园                "
泥洼 丰益桥 丰益花园西区精装两居室,90㎡,7000,2  室  1  厅,"
                    丰益花园西区                "
卢沟桥晓月新苑3室1厅,92㎡,4600,3  室  1  厅,"
                    晓月新苑                "
新上好房七号线欢乐谷垡头翠成馨园C区2室2厅,107㎡,7500,2  室  2  厅,"
                    翠成馨园C区                "
西三旗龙乡小区3室1厅紧邻小米科技园育新地铁月底看房,101㎡,8000,3  室  1  厅,"
                    龙乡小区                "
后沙峪清岚花园回民营一区3室2厅,137㎡,6500,3  室  2  厅,"
                    清岚花园回民营一区                "
天坛·金鱼池东区·1居室,49㎡,4800,1  室  1  厅,"
                    金鱼池东区                "
望京南湖东园一区2室1厅，精装电梯房，西南采光好，无遮挡敞亮,96㎡,9000,2  室  1  厅,"
                    南湖东园一区                "
月坛物资部大院2室1厅,67.3㎡,11000,2  室  1  厅,"
                    物资部大院                "
甘露园甘露园南里一区3室2厅双卫南北通透采光好第一次出租,148.91㎡,11700,3  室  2  厅,"
                    甘露园南里一区                "
新龙城精装修三居室带两卫 劲爆自住好房 看房方便 回龙观地站,117㎡,9500,3  室  1  厅,"
                    新龙城                "
学院路 学清嘉创 字节跳动 逸成东苑3室2厅,156㎡,15500,3  室  2  厅,"
                    逸成东苑                "
八通沿线临河里华业东方玫瑰A区1室1厅,65㎡,4500,1  室  1  厅,"
                    华业东方玫瑰A区                "
